timestamp,request_count,bytes_sum,bytes_mean,bytes_max,bytes_p95,unique_hosts,status_2xx,status_3xx,status_4xx,status_5xx,error_count,error_rate,method_get,method_post,method_head,method_other,throughput_bytes_per_min,request_spike_score,congestion_score_proxy,target_next_congestion_score
1995-07-01 05:22:00+00:00,57.0,852329.0,14953.140350877193,127045.0,49922.19999999998,22.0,54.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,852329.0,0.01372504678944632,0.3685136614137631,0.4080182470520049
1995-07-01 05:23:00+00:00,58.0,1603715.0,27650.258620689656,401408.0,68069.44999999997,20.0,56.0,2.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,1603715.0,0.038353085153294816,0.42120968870367204,0.37566592889561523
1995-07-01 05:24:00+00:00,57.0,1079948.0,18946.456140350878,402466.0,50534.199999999924,25.0,48.0,9.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1079948.0,0.015765377563844853,0.4006712730474611,0.485
1995-07-01 05:25:00+00:00,61.0,2502675.0,41027.45901639344,1081049.0,99942.0,20.0,59.0,1.0,1.0,0.0,1.0,0.01639344262295082,61.0,0.0,0.0,0.0,2502675.0,0.11122136407416285,0.5115366596365326,0.3417161628659239
1995-07-01 05:26:00+00:00,44.0,472415.0,10736.704545454546,117170.0,40310.0,21.0,41.0,3.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,472415.0,0.0,0.2783564968331458,0.5931344447209285
1995-07-01 05:27:00+00:00,27.0,782849.0,28994.40740740741,173983.0,73728.0,14.0,26.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,782849.0,0.0,0.1939173485116804,0.5768453366083148
1995-07-01 05:28:00+00:00,36.0,979430.0,27206.38888888889,274059.0,108117.5,18.0,33.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,979430.0,0.0,0.26697378068967903,0.5009353337633906
1995-07-01 05:29:00+00:00,30.0,819847.0,27328.233333333334,501126.0,47291.149999999965,15.0,29.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,819847.0,0.0,0.2144779213812994,0.4761744396417584
1995-07-01 05:30:00+00:00,54.0,1416454.0,26230.62962962963,305722.0,134195.99999999994,24.0,50.0,4.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1416454.0,0.0003955450715064227,0.4063931406369834,0.3857805221002051
1995-07-01 05:31:00+00:00,60.0,1348821.0,22480.35,172498.0,101075.04999999984,24.0,59.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1348821.0,0.14792894333841528,0.44171877756837696,0.21004716093849118
1995-07-01 05:32:00+00:00,52.0,1061320.0,20410.0,198285.0,85286.34999999999,25.0,47.0,3.0,2.0,0.0,2.0,0.038461538461538464,52.0,0.0,0.0,0.0,1061320.0,0.0,0.3840581239462143,0.3039521037932238
1995-07-01 05:33:00+00:00,35.0,917111.0,26203.17142857143,372172.0,151683.4999999998,18.0,32.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,917111.0,0.0,0.2580638277672843,0.4880367664446643
